Battalion,Station_Area,Incident_Number,Watch_Date,City,Call_Type_Group
B06,32,60,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,32,53,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,32,53,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,32,65,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,32,75,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,32,76,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,32,63,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,32,83,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,37,2,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,37,1,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B06,06,27,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,16,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,12,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,16,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,11,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,6,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,11,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,15,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,30,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,11,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,11,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,252,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,269,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,291,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,238,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,279,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,301,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,274,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,269,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,262,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,289,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,261,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,07,215,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,52,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,52,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,52,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,58,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,95,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,69,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,68,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,82,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,79,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,109,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,98,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,09,78,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,229,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,239,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,271,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,280,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,230,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,317,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,242,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,321,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,338,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,285,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,244,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,11,266,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,15,1,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,20,2,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,43,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,37,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,16,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,35,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,43,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,42,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,39,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,40,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,29,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,50,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,58,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,24,53,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,76,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,35,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,37,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,24,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,51,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,34,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,34,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,47,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,35,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,46,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,58,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,26,45,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,81,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,61,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,125,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,95,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,112,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,119,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,99,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,113,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,121,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,142,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,110,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,32,121,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B06,06,2,04/01/2019 12:00:00 AM,San Francisco,
B06,07,11,03/01/2019 12:00:00 AM,San Francisco,
B06,07,4,04/01/2019 12:00:00 AM,San Francisco,
B06,07,2,07/01/2019 12:00:00 AM,San Francisco,
B06,07,2,08/01/2019 12:00:00 AM,San Francisco,
B06,09,21,03/01/2019 12:00:00 AM,San Francisco,
B06,09,5,04/01/2019 12:00:00 AM,San Francisco,
B06,09,2,05/01/2019 12:00:00 AM,San Francisco,
B06,11,2,02/01/2019 12:00:00 AM,San Francisco,
B06,11,21,03/01/2019 12:00:00 AM,San Francisco,
B06,11,7,04/01/2019 12:00:00 AM,San Francisco,
B06,11,2,08/01/2019 12:00:00 AM,San Francisco,
B06,24,4,03/01/2019 12:00:00 AM,San Francisco,
B06,26,4,03/01/2019 12:00:00 AM,San Francisco,
B06,26,2,12/01/2019 12:00:00 AM,San Francisco,
B06,32,4,02/01/2019 12:00:00 AM,San Francisco,
B06,32,14,03/01/2019 12:00:00 AM,San Francisco,
B06,32,8,04/01/2019 12:00:00 AM,San Francisco,
B06,32,4,05/01/2019 12:00:00 AM,San Francisco,
B06,32,3,10/01/2019 12:00:00 AM,San Francisco,
B07,03,3,08/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,35,01/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,63,02/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,48,03/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,35,04/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,57,05/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,45,06/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,20,07/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,56,08/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,37,09/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,53,10/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,62,11/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,67,12/01/2019 12:00:00 AM,San Francisco,Alarm
B07,12,1,03/01/2019 12:00:00 AM,San Francisco,Alarm
B07,12,3,05/01/2019 12:00:00 AM,San Francisco,Alarm
B07,12,2,06/01/2019 12:00:00 AM,San Francisco,Alarm
B07,12,1,10/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,118,01/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,106,02/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,58,03/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,62,04/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,55,05/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,97,06/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,70,07/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,71,08/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,141,09/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,130,10/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,106,11/01/2019 12:00:00 AM,San Francisco,Alarm
B07,14,90,12/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,3,01/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,9,02/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,3,04/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,9,05/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,17,06/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,3,07/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,4,08/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,16,09/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,26,10/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,12,11/01/2019 12:00:00 AM,San Francisco,Alarm
B07,21,16,12/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,3,01/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,3,02/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,6,03/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,4,04/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,1,06/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,3,07/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,3,08/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,5,09/01/2019 12:00:00 AM,San Francisco,Alarm
B07,22,15,10/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,90,01/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,103,02/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,133,03/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,101,04/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,125,05/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,144,06/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,87,07/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,106,08/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,154,09/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,174,10/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,108,11/01/2019 12:00:00 AM,San Francisco,Alarm
B07,31,195,12/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,100,01/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,109,02/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,111,03/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,34,04/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,38,05/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,44,06/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,49,07/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,53,08/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,78,09/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,80,10/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,48,11/01/2019 12:00:00 AM,San Francisco,Alarm
B07,34,98,12/01/2019 12:00:00 AM,San Francisco,Alarm
B07,10,65,02/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,1,03/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,3,04/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,1,05/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,15,06/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,17,08/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,1,10/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,2,12/01/2019 12:00:00 AM,San Francisco,Fire
B07,12,3,05/01/2019 12:00:00 AM,San Francisco,Fire
B07,12,1,06/01/2019 12:00:00 AM,San Francisco,Fire
B07,12,3,10/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,3,01/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,1,02/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,4,03/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,18,04/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,12,05/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,23,06/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,20,07/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,1,08/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,59,09/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,24,10/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,56,11/01/2019 12:00:00 AM,San Francisco,Fire
B07,14,5,12/01/2019 12:00:00 AM,San Francisco,Fire
B07,21,11,02/01/2019 12:00:00 AM,San Francisco,Fire
B07,21,1,04/01/2019 12:00:00 AM,San Francisco,Fire
B07,21,1,12/01/2019 12:00:00 AM,San Francisco,Fire
B07,22,3,08/01/2019 12:00:00 AM,San Francisco,Fire
B07,22,5,10/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,17,01/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,5,02/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,18,03/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,7,04/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,22,06/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,8,07/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,46,08/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,6,09/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,28,10/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,33,11/01/2019 12:00:00 AM,San Francisco,Fire
B07,31,40,12/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,42,01/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,2,02/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,50,03/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,14,04/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,31,05/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,38,06/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,49,07/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,4,08/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,42,09/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,37,10/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,15,11/01/2019 12:00:00 AM,San Francisco,Fire
B07,34,43,12/01/2019 12:00:00 AM,San Francisco,Fire
B07,10,23,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,41,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,40,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,22,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,31,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,31,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,31,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,36,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,56,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,30,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,43,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,45,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,4,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,3,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,5,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,3,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,5,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,2,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,2,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,3,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,9,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,12,4,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,66,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,54,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,81,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,107,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,62,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,43,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,87,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,75,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,99,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,81,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,91,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,14,65,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,9,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,7,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,10,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,10,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,9,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,4,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,13,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,13,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,10,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,9,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,13,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,21,6,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,3,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,4,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,6,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,6,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,2,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,6,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,2,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,4,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,1,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,22,6,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,135,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,119,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,116,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,108,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,111,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,104,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,108,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,109,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,144,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,145,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,95,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,31,111,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,79,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,65,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,58,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,77,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,58,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,67,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,70,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,38,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,85,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,70,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,64,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,34,64,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B07,10,38,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,53,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,53,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,50,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,56,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,63,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,46,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,44,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,68,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,63,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,77,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,10,60,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,2,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,4,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,7,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,3,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,6,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,12,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,4,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,5,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,12,5,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,118,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,123,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,119,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,109,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,106,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,142,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,153,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,132,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,164,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,131,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,135,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,14,143,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,6,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,25,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,18,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,11,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,11,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,8,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,20,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,23,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,14,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,31,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,16,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,21,25,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,1,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,11,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,2,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,9,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,8,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,3,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,9,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,2,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,2,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B07,22,8,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
